Country,Date,Confirmed,Deaths,Recovered,Recover_Rate,Death_Rate
Taiwan*,43852,1,,,0,0
China,43852,548,17,28,0.051094891,0.031021898
US,43852,1,,,0,0
Thailand,43852,2,,,0,0
Korea__South,43852,1,,,0,0
Japan,43852,2,,,0,0
Japan,43853,2,,,0,0
China,43853,643,18,30,0.046656299,0.027993779
Vietnam,43853,2,,,0,0
US,43853,1,,,0,0
Thailand,43853,3,,,0,0
Korea__South,43853,1,,,0,0
Singapore,43853,1,,,0,0
Taiwan*,43853,1,,,0,0
Thailand,43854,5,,,0,0
China,43854,920,26,36,0.039130435,0.02826087
Taiwan*,43854,3,,,0,0
France,43854,2,,,0,0
Singapore,43854,3,,,0,0
Korea__South,43854,2,,,0,0
US,43854,2,,,0,0
Japan,43854,2,,,0,0
Vietnam,43854,2,,,0,0
Japan,43855,2,,,0,0
Singapore,43855,3,,,0,0
Taiwan*,43855,3,,,0,0
Thailand,43855,7,,,0,0
Malaysia,43855,3,,,0,0
US,43855,2,,,0,0
France,43855,3,,,0,0
Vietnam,43855,2,,,0,0
Korea__South,43855,2,,,0,0
China,43855,1406,42,39,0.027738265,0.029871977
Nepal,43855,1,,,0,0
Malaysia,43856,4,,,0,0
Nepal,43856,1,,,0,0
US,43856,5,,,0,0
Australia,43856,4,,,0,0
Taiwan*,43856,4,,,0,0
Vietnam,43856,2,,,0,0
Korea__South,43856,3,,,0,0
Canada,43856,1,,,0,0
France,43856,3,,,0,0
China,43856,2075,56,49,0.023614458,0.026987952
Japan,43856,4,,1,0.25,0
Thailand,43856,8,,2,0.25,0
Singapore,43856,4,,,0,0
Cambodia,43857,1,,,0,0
Germany,43857,1,,,0,0
Japan,43857,4,,1,0.25,0
France,43857,3,,,0,0
Taiwan*,43857,5,,,0,0
Nepal,43857,1,,,0,0
Canada,43857,1,,,0,0
Malaysia,43857,4,,,0,0
Sri_Lanka,43857,1,,,0,0
Vietnam,43857,2,,,0,0
Korea__South,43857,4,,,0,0
Australia,43857,5,,,0,0
US,43857,5,,,0,0
Singapore,43857,5,,,0,0
Thailand,43857,8,,2,0.25,0
China,43857,2877,82,58,0.020159889,0.028501912
Cambodia,43858,1,,,0,0
Taiwan*,43858,8,,,0,0
Canada,43858,2,,,0,0
Singapore,43858,7,,,0,0
Japan,43858,7,,1,0.142857143,0
Thailand,43858,14,,5,0.357142857,0
Korea__South,43858,4,,,0,0
China,43858,5509,131,101,0.018333636,0.02377927
France,43858,4,,,0,0
Vietnam,43858,2,,,0,0
Sri_Lanka,43858,1,,,0,0
Nepal,43858,1,,,0,0
Malaysia,43858,4,,,0,0
US,43858,5,,,0,0
Germany,43858,4,,,0,0
Australia,43858,5,,,0,0
Taiwan*,43859,8,,,0,0
Singapore,43859,7,,,0,0
China,43859,6087,133,120,0.019714145,0.021849844
Korea__South,43859,4,,,0,0
Malaysia,43859,7,,,0,0
United_Arab_Emirates,43859,4,,,0,0
Japan,43859,7,,1,0.142857143,0
Germany,43859,4,,,0,0
Thailand,43859,14,,5,0.357142857,0
Sri_Lanka,43859,1,,,0,0
Australia,43859,6,,,0,0
US,43859,5,,,0,0
France,43859,5,,,0,0
Nepal,43859,1,,,0,0
Finland,43859,1,,,0,0
Vietnam,43859,2,,,0,0
Cambodia,43859,1,,,0,0
Canada,43859,2,,,0,0
China,43860,8141,171,135,0.016582729,0.021004791
Korea__South,43860,4,,,0,0
Finland,43860,1,,,0,0
Vietnam,43860,2,,,0,0
Australia,43860,9,,2,0.222222222,0
Japan,43860,11,,1,0.090909091,0
Thailand,43860,14,,5,0.357142857,0
France,43860,5,,,0,0
Sri_Lanka,43860,1,,,0,0
Germany,43860,4,,,0,0
Malaysia,43860,8,,,0,0
Canada,43860,2,,,0,0
Singapore,43860,10,,,0,0
Cambodia,43860,1,,,0,0
Taiwan*,43860,9,,,0,0
US,43860,5,,,0,0
United_Arab_Emirates,43860,4,,,0,0
Nepal,43860,1,,,0,0
Philippines,43860,1,,,0,0
India,43860,1,,,0,0
Vietnam,43861,2,,,0,0
Singapore,43861,13,,,0,0
France,43861,5,,,0,0
US,43861,7,,,0,0
Thailand,43861,19,,5,0.263157895,0
China,43861,9802,213,214,0.021832279,0.021730259
Canada,43861,4,,,0,0
Italy,43861,2,,,0,0
United_Arab_Emirates,43861,4,,,0,0
Nepal,43861,1,,,0,0
Cambodia,43861,1,,,0,0
Germany,43861,5,,,0,0
Korea__South,43861,11,,,0,0
Finland,43861,1,,,0,0
Sweden,43861,1,,,0,0
Russia,43861,2,,,0,0
Philippines,43861,1,,,0,0
Australia,43861,9,,2,0.222222222,0
Sri_Lanka,43861,1,,,0,0
Malaysia,43861,8,,,0,0
Taiwan*,43861,10,,,0,0
United_Kingdom,43861,2,,,0,0
Japan,43861,15,,1,0.066666667,0
India,43861,1,,,0,0
Singapore,43862,16,,,0,0
China,43862,11891,259,275,0.023126735,0.021781179
Taiwan*,43862,10,,,0,0
Russia,43862,2,,,0,0
Australia,43862,12,,2,0.166666667,0
France,43862,6,,,0,0
Sri_Lanka,43862,1,,,0,0
Finland,43862,1,,,0,0
Malaysia,43862,8,,,0,0
Vietnam,43862,6,,1,0.166666667,0
Japan,43862,20,,1,0.05,0
Canada,43862,4,,,0,0
United_Kingdom,43862,2,,,0,0
US,43862,8,,,0,0
Philippines,43862,1,,,0,0
Spain,43862,1,,,0,0
Sweden,43862,1,,,0,0
United_Arab_Emirates,43862,4,,,0,0
India,43862,1,,,0,0
Nepal,43862,1,,,0,0
Italy,43862,2,,,0,0
Korea__South,43862,12,,,0,0
Cambodia,43862,1,,,0,0
Thailand,43862,19,,5,0.263157895,0
Germany,43862,8,,,0,0
Spain,43863,1,,,0,0
China,43863,16630,361,463,0.027841251,0.021707757
US,43863,8,,,0,0
United_Arab_Emirates,43863,5,,,0,0
Nepal,43863,1,,,0,0
Canada,43863,4,,,0,0
Germany,43863,10,,,0,0
Philippines,43863,2,1,,0,0.5
Cambodia,43863,1,,,0,0
Vietnam,43863,6,,1,0.166666667,0
Korea__South,43863,15,,,0,0
Sweden,43863,1,,,0,0
Malaysia,43863,8,,,0,0
Sri_Lanka,43863,1,,,0,0
India,43863,2,,,0,0
Finland,43863,1,,,0,0
France,43863,6,,,0,0
Thailand,43863,19,,5,0.263157895,0
Australia,43863,12,,2,0.166666667,0
Singapore,43863,18,,,0,0
Taiwan*,43863,10,,,0,0
Japan,43863,20,,1,0.05,0
Italy,43863,2,,,0,0
Russia,43863,2,,,0,0
United_Kingdom,43863,2,,,0,0
Finland,43864,1,,,0,0
US,43864,11,,,0,0
Russia,43864,2,,,0,0
Korea__South,43864,15,,,0,0
Sweden,43864,1,,,0,0
Japan,43864,20,,1,0.05,0
Italy,43864,2,,,0,0
Malaysia,43864,8,,,0,0
Taiwan*,43864,10,,,0,0
Germany,43864,12,,,0,0
Nepal,43864,1,,,0,0
Thailand,43864,19,,5,0.263157895,0
Singapore,43864,18,,,0,0
United_Arab_Emirates,43864,5,,,0,0
France,43864,6,,,0,0
Australia,43864,12,,2,0.166666667,0
India,43864,3,,,0,0
China,43864,19716,425,614,0.03114222,0.021556097
Philippines,43864,2,1,,0,0.5
Canada,43864,4,,,0,0
Vietnam,43864,8,,1,0.125,0
United_Kingdom,43864,2,,,0,0
Spain,43864,1,,,0,0
Sri_Lanka,43864,1,,,0,0
Cambodia,43864,1,,,0,0
Cambodia,43865,1,,,0,0
Sri_Lanka,43865,1,,,0,0
Nepal,43865,1,,,0,0
Germany,43865,12,,,0,0
Italy,43865,2,,,0,0
Spain,43865,1,,,0,0
United_Kingdom,43865,2,,,0,0
Belgium,43865,1,,,0,0
Canada,43865,4,,,0,0
Sweden,43865,1,,,0,0
Japan,43865,22,,1,0.045454545,0
Finland,43865,1,,,0,0
United_Arab_Emirates,43865,5,,,0,0
India,43865,3,,,0,0
Taiwan*,43865,11,,,0,0
Australia,43865,13,,2,0.153846154,0
Thailand,43865,25,,5,0.2,0
Malaysia,43865,10,,,0,0
Korea__South,43865,16,,,0,0
Philippines,43865,2,1,,0,0.5
US,43865,11,,,0,0
France,43865,6,,,0,0
Singapore,43865,24,,,0,0
China,43865,23707,491,843,0.035559118,0.020711182
Vietnam,43865,8,,1,0.125,0
Russia,43865,2,,,0,0
Canada,43866,5,,,0,0
Singapore,43866,28,,,0,0
Korea__South,43866,19,,,0,0
Finland,43866,1,,,0,0
Germany,43866,12,,,0,0
Australia,43866,13,,2,0.153846154,0
India,43866,3,,,0,0
Thailand,43866,25,,5,0.2,0
United_Kingdom,43866,2,,,0,0
Sweden,43866,1,,,0,0
Spain,43866,1,,,0,0
Taiwan*,43866,11,,,0,0
Vietnam,43866,8,,1,0.125,0
Russia,43866,2,,,0,0
Belgium,43866,1,,,0,0
Philippines,43866,2,1,,0,0.5
Cambodia,43866,1,,,0,0
US,43866,11,,,0,0
China,43866,27440,563,1115,0.040634111,0.020517493
Italy,43866,2,,,0,0
Nepal,43866,1,,,0,0
Malaysia,43866,12,,,0,0
United_Arab_Emirates,43866,5,,,0,0
France,43866,6,,,0,0
Sri_Lanka,43866,1,,,0,0
Japan,43866,22,,1,0.045454545,0
France,43867,6,,,0,0
Nepal,43867,1,,,0,0
Thailand,43867,25,,5,0.2,0
China,43867,30587,633,1477,0.048288489,0.020695067
Vietnam,43867,10,,1,0.1,0
Canada,43867,5,,,0,0
Singapore,43867,28,,,0,0
Australia,43867,14,,2,0.142857143,0
Russia,43867,2,,,0,0
United_Arab_Emirates,43867,5,,,0,0
Germany,43867,12,,,0,0
Cambodia,43867,1,,,0,0
Spain,43867,1,,,0,0
United_Kingdom,43867,2,,,0,0
Taiwan*,43867,16,,1,0.0625,0
Philippines,43867,2,1,,0,0.5
Belgium,43867,1,,,0,0
US,43867,11,,,0,0
Sweden,43867,1,,,0,0
Italy,43867,2,,,0,0
Finland,43867,1,,,0,0
Sri_Lanka,43867,1,,,0,0
Malaysia,43867,12,,,0,0
Japan,43867,22,,1,0.045454545,0
Korea__South,43867,23,,,0,0
India,43867,3,,,0,0
Malaysia,43868,12,,1,0.083333333,0
Taiwan*,43868,16,,1,0.0625,0
Sri_Lanka,43868,1,,,0,0
Japan,43868,25,,1,0.04,0
United_Kingdom,43868,3,,,0,0
Belgium,43868,1,,,0,0
Australia,43868,15,,2,0.133333333,0
US,43868,11,,,0,0
Philippines,43868,3,1,,0,0.333333333
Diamond_Princess,43868,61,,,0,0
Finland,43868,1,,,0,0
United_Arab_Emirates,43868,5,,,0,0
Russia,43868,2,,,0,0
Germany,43868,13,,,0,0
France,43868,6,,,0,0
Cambodia,43868,1,,,0,0
Nepal,43868,1,,,0,0
Singapore,43868,30,,,0,0
India,43868,3,,,0,0
Sweden,43868,1,,,0,0
Italy,43868,3,,,0,0
Vietnam,43868,10,,1,0.1,0
China,43868,34110,718,1999,0.058604515,0.021049546
Spain,43868,1,,,0,0
Canada,43868,7,,,0,0
Korea__South,43868,24,,1,0.041666667,0
Thailand,43868,25,,5,0.2,0
Cambodia,43869,1,,,0,0
Thailand,43869,32,,10,0.3125,0
US,43869,11,,,0,0
Vietnam,43869,13,,1,0.076923077,0
France,43869,11,,,0,0
China,43869,36814,805,2596,0.070516651,0.021866681
Sweden,43869,1,,,0,0
Finland,43869,1,,,0,0
Germany,43869,13,,,0,0
Singapore,43869,33,,2,0.060606061,0
Nepal,43869,1,,,0,0
Sri_Lanka,43869,1,,1,1,0
Australia,43869,15,,2,0.133333333,0
United_Arab_Emirates,43869,7,,,0,0
Japan,43869,25,,1,0.04,0
Russia,43869,2,,,0,0
Spain,43869,1,,,0,0
Belgium,43869,1,,,0,0
United_Kingdom,43869,3,,,0,0
Philippines,43869,3,1,,0,0.333333333
Korea__South,43869,24,,1,0.041666667,0
Diamond_Princess,43869,61,,,0,0
Italy,43869,3,,,0,0
Canada,43869,7,,,0,0
Taiwan*,43869,17,,1,0.058823529,0
India,43869,3,,,0,0
Malaysia,43869,16,,1,0.0625,0
Philippines,43870,3,1,,0,0.333333333
Italy,43870,3,,,0,0
China,43870,39829,905,3219,0.080820508,0.022722137
Korea__South,43870,25,,3,0.12,0
Cambodia,43870,1,,,0,0
Nepal,43870,1,,,0,0
Taiwan*,43870,18,,1,0.055555556,0
France,43870,11,,,0,0
Japan,43870,26,,1,0.038461538,0
Thailand,43870,32,,10,0.3125,0
Russia,43870,2,,,0,0
United_Arab_Emirates,43870,7,,,0,0
Malaysia,43870,16,,1,0.0625,0
Diamond_Princess,43870,64,,,0,0
Sweden,43870,1,,,0,0
India,43870,3,,,0,0
Spain,43870,2,,,0,0
Vietnam,43870,13,,1,0.076923077,0
Australia,43870,15,,2,0.133333333,0
Germany,43870,14,,,0,0
United_Kingdom,43870,3,,,0,0
Belgium,43870,1,,,0,0
Finland,43870,1,,,0,0
Singapore,43870,40,,2,0.05,0
US,43870,11,,3,0.272727273,0
Canada,43870,7,,,0,0
Sri_Lanka,43870,1,,1,1,0
Japan,43871,26,,4,0.153846154,0
Finland,43871,1,,,0,0
Sweden,43871,1,,,0,0
United_Arab_Emirates,43871,8,,,0,0
Australia,43871,15,,2,0.133333333,0
United_Kingdom,43871,8,,,0,0
Nepal,43871,1,,,0,0
Vietnam,43871,14,,1,0.071428571,0
Thailand,43871,32,,10,0.3125,0
Russia,43871,2,,,0,0
Italy,43871,3,,,0,0
Germany,43871,14,,,0,0
Korea__South,43871,27,,3,0.111111111,0
US,43871,11,,3,0.272727273,0
Taiwan*,43871,18,,1,0.055555556,0
Sri_Lanka,43871,1,,1,1,0
Cambodia,43871,1,,,0,0
Malaysia,43871,18,,1,0.055555556,0
France,43871,11,,,0,0
India,43871,3,,,0,0
Diamond_Princess,43871,135,,,0,0
Canada,43871,7,,,0,0
China,43871,42354,1012,3918,0.092506021,0.023893847
Philippines,43871,3,1,,0,0.333333333
Singapore,43871,45,,2,0.044444444,0
Belgium,43871,1,,,0,0
Spain,43871,2,,,0,0
Italy,43872,3,,,0,0
Nepal,43872,1,,,0,0
Sri_Lanka,43872,1,,1,1,0
Spain,43872,2,,,0,0
Malaysia,43872,18,,3,0.166666667,0
Belgium,43872,1,,,0,0
Thailand,43872,33,,10,0.303030303,0
Finland,43872,1,,,0,0
Canada,43872,7,,,0,0
US,43872,12,,3,0.25,0
Sweden,43872,1,,,0,0
Australia,43872,15,,2,0.133333333,0
Germany,43872,16,,,0,0
United_Kingdom,43872,8,,,0,0
United_Arab_Emirates,43872,8,,,0,0
France,43872,11,,,0,0
Korea__South,43872,28,,3,0.107142857,0
Vietnam,43872,15,,6,0.4,0
Taiwan*,43872,18,,1,0.055555556,0
India,43872,3,,,0,0
Japan,43872,26,,9,0.346153846,0
Philippines,43872,3,1,,0,0.333333333
China,43872,44386,1112,4636,0.104447348,0.025052945
Russia,43872,2,,,0,0
Singapore,43872,47,,9,0.191489362,0
Cambodia,43872,1,,,0,0
Diamond_Princess,43872,135,,,0,0
Finland,43873,1,,1,1,0
Australia,43873,15,,2,0.133333333,0
Nepal,43873,1,,1,1,0
Malaysia,43873,18,,3,0.166666667,0
Korea__South,43873,28,,7,0.25,0
Russia,43873,2,,2,1,0
Thailand,43873,33,,10,0.303030303,0
Diamond_Princess,43873,175,,,0,0
Taiwan*,43873,18,,1,0.055555556,0
Sweden,43873,1,,,0,0
US,43873,12,,3,0.25,0
Singapore,43873,50,,15,0.3,0
China,43873,44759,1117,5082,0.113541411,0.024955875
Canada,43873,7,,1,0.142857143,0
Spain,43873,2,,,0,0
United_Arab_Emirates,43873,8,,1,0.125,0
Japan,43873,28,,9,0.321428571,0
United_Kingdom,43873,9,,1,0.111111111,0
Italy,43873,3,,,0,0
Sri_Lanka,43873,1,,1,1,0
India,43873,3,,,0,0
France,43873,11,,2,0.181818182,0
Belgium,43873,1,,,0,0
Philippines,43873,3,1,1,0.333333333,0.333333333
Germany,43873,16,,,0,0
Cambodia,43873,1,,1,1,0
Vietnam,43873,15,,6,0.4,0
France,43874,11,,2,0.181818182,0
Philippines,43874,3,1,1,0.333333333,0.333333333
Singapore,43874,58,,15,0.25862069,0
Sweden,43874,1,,,0,0
India,43874,3,,,0,0
Vietnam,43874,16,,7,0.4375,0
Russia,43874,2,,2,1,0
Sri_Lanka,43874,1,,1,1,0
Italy,43874,3,,,0,0
Japan,43874,28,1,9,0.321428571,0.035714286
Korea__South,43874,28,,7,0.25,0
US,43874,13,,3,0.230769231,0
Canada,43874,7,,1,0.142857143,0
Finland,43874,1,,1,1,0
Malaysia,43874,19,,3,0.157894737,0
China,43874,59895,1369,6217,0.103798314,0.022856666
Belgium,43874,1,,,0,0
Australia,43874,15,,8,0.533333333,0
Spain,43874,2,,,0,0
United_Kingdom,43874,9,,1,0.111111111,0
Thailand,43874,33,,12,0.363636364,0
United_Arab_Emirates,43874,8,,1,0.125,0
Cambodia,43874,1,,1,1,0
Germany,43874,16,,1,0.0625,0
Taiwan*,43874,18,,1,0.055555556,0
Nepal,43874,1,,1,1,0
Diamond_Princess,43874,175,,,0,0
India,43875,3,,,0,0
Spain,43875,2,,,0,0
Egypt,43875,1,,,0,0
Italy,43875,3,,,0,0
Sri_Lanka,43875,1,,1,1,0
Diamond_Princess,43875,218,,,0,0
United_Kingdom,43875,9,,1,0.111111111,0
Germany,43875,16,,1,0.0625,0
Japan,43875,29,1,9,0.310344828,0.034482759
Russia,43875,2,,2,1,0
US,43875,13,,3,0.230769231,0
Australia,43875,15,,8,0.533333333,0
Korea__South,43875,28,,7,0.25,0
Singapore,43875,67,,17,0.253731343,0
Nepal,43875,1,,1,1,0
France,43875,11,,2,0.181818182,0
Malaysia,43875,19,,3,0.157894737,0
Sweden,43875,1,,,0,0
Taiwan*,43875,18,,2,0.111111111,0
Cambodia,43875,1,,1,1,0
Belgium,43875,1,,,0,0
Philippines,43875,3,1,1,0.333333333,0.333333333
Finland,43875,1,,1,1,0
Thailand,43875,33,,12,0.363636364,0
United_Arab_Emirates,43875,8,,1,0.125,0
Vietnam,43875,16,,7,0.4375,0
China,43875,66358,1521,7977,0.12021158,0.022921125
Canada,43875,7,,1,0.142857143,0
Diamond_Princess,43876,285,,,0,0
Finland,43876,1,,1,1,0
United_Arab_Emirates,43876,8,,3,0.375,0
Malaysia,43876,22,,7,0.318181818,0
Thailand,43876,33,,12,0.363636364,0
Spain,43876,2,,2,1,0
Sri_Lanka,43876,1,,1,1,0
Cambodia,43876,1,,1,1,0
Italy,43876,3,,,0,0
Nepal,43876,1,,1,1,0
Canada,43876,7,,1,0.142857143,0
Australia,43876,15,,8,0.533333333,0
China,43876,68413,1663,9298,0.135909842,0.024308246
Korea__South,43876,28,,9,0.321428571,0
France,43876,12,1,4,0.333333333,0.083333333
Belgium,43876,1,,,0,0
Philippines,43876,3,1,1,0.333333333,0.333333333
Sweden,43876,1,,,0,0
Vietnam,43876,16,,7,0.4375,0
Taiwan*,43876,18,,2,0.111111111,0
Japan,43876,43,1,12,0.279069767,0.023255814
Egypt,43876,1,,,0,0
Singapore,43876,72,,18,0.25,0
US,43876,13,,3,0.230769231,0
Germany,43876,16,,1,0.0625,0
United_Kingdom,43876,9,,1,0.111111111,0
Russia,43876,2,,2,1,0
India,43876,3,,,0,0
Philippines,43877,3,1,1,0.333333333,0.333333333
United_Kingdom,43877,9,,8,0.888888889,0
United_Arab_Emirates,43877,9,,4,0.444444444,0
Russia,43877,2,,2,1,0
Japan,43877,59,1,12,0.203389831,0.016949153
China,43877,70513,1766,10755,0.152525066,0.025045027
Vietnam,43877,16,,7,0.4375,0
Sri_Lanka,43877,1,,1,1,0
Korea__South,43877,29,,9,0.310344828,0
Canada,43877,7,,1,0.142857143,0
Singapore,43877,75,,18,0.24,0
Egypt,43877,1,,,0,0
India,43877,3,,3,1,0
Australia,43877,15,,8,0.533333333,0
France,43877,12,1,4,0.333333333,0.083333333
Cambodia,43877,1,,1,1,0
Sweden,43877,1,,,0,0
Taiwan*,43877,20,1,2,0.1,0.05
Belgium,43877,1,,,0,0
Diamond_Princess,43877,355,,,0,0
Malaysia,43877,22,,7,0.318181818,0
Nepal,43877,1,,1,1,0
Thailand,43877,34,,14,0.411764706,0
Italy,43877,3,,,0,0
Spain,43877,2,,2,1,0
US,43877,13,,3,0.230769231,0
Germany,43877,16,,1,0.0625,0
Finland,43877,1,,1,1,0
China,43878,72434,1864,12462,0.172046277,0.025733771
Thailand,43878,35,,15,0.428571429,0
Sri_Lanka,43878,1,,1,1,0
Russia,43878,2,,2,1,0
Singapore,43878,77,,24,0.311688312,0
Taiwan*,43878,22,1,2,0.090909091,0.045454545
Diamond_Princess,43878,454,,,0,0
US,43878,13,,3,0.230769231,0
Egypt,43878,1,,,0,0
Finland,43878,1,,1,1,0
India,43878,3,,3,1,0
Nepal,43878,1,,1,1,0
Germany,43878,16,,1,0.0625,0
Belgium,43878,1,,1,1,0
Sweden,43878,1,,,0,0
Australia,43878,15,,10,0.666666667,0
Canada,43878,8,,1,0.125,0
Korea__South,43878,30,,10,0.333333333,0
Italy,43878,3,,,0,0
Spain,43878,2,,2,1,0
United_Kingdom,43878,9,,8,0.888888889,0
Vietnam,43878,16,,7,0.4375,0
United_Arab_Emirates,43878,9,,4,0.444444444,0
Philippines,43878,3,1,1,0.333333333,0.333333333
Cambodia,43878,1,,1,1,0
Japan,43878,66,1,12,0.181818182,0.015151515
Malaysia,43878,22,,7,0.318181818,0
France,43878,12,1,4,0.333333333,0.083333333
Belgium,43879,1,,1,1,0
India,43879,3,,3,1,0
France,43879,12,1,4,0.333333333,0.083333333
Sri_Lanka,43879,1,,1,1,0
United_Arab_Emirates,43879,9,,4,0.444444444,0
US,43879,13,,3,0.230769231,0
Thailand,43879,35,,15,0.428571429,0
Philippines,43879,3,1,1,0.333333333,0.333333333
Taiwan*,43879,22,1,2,0.090909091,0.045454545
Malaysia,43879,22,,13,0.590909091,0
Nepal,43879,1,,1,1,0
Diamond_Princess,43879,542,,,0,0
Australia,43879,15,,10,0.666666667,0
Singapore,43879,81,,29,0.358024691,0
Korea__South,43879,31,,12,0.387096774,0
Egypt,43879,1,,,0,0
China,43879,74211,2003,14206,0.191427147,0.026990608
Italy,43879,3,,,0,0
Canada,43879,8,,1,0.125,0
Finland,43879,1,,1,1,0
Sweden,43879,1,,,0,0
Vietnam,43879,16,,7,0.4375,0
Japan,43879,74,1,13,0.175675676,0.013513514
Cambodia,43879,1,,1,1,0
Spain,43879,2,,2,1,0
Russia,43879,2,,2,1,0
United_Kingdom,43879,9,,8,0.888888889,0
Germany,43879,16,,12,0.75,0
France,43880,12,1,4,0.333333333,0.083333333
Egypt,43880,1,,,0,0
Italy,43880,3,,,0,0
Spain,43880,2,,2,1,0
Germany,43880,16,,12,0.75,0
Thailand,43880,35,,15,0.428571429,0
Cambodia,43880,1,,1,1,0
Australia,43880,15,,10,0.666666667,0
Belgium,43880,1,,1,1,0
Korea__South,43880,31,,12,0.387096774,0
Canada,43880,8,,1,0.125,0
Nepal,43880,1,,1,1,0
India,43880,3,,3,1,0
United_Arab_Emirates,43880,9,,4,0.444444444,0
Taiwan*,43880,23,1,2,0.086956522,0.043478261
United_Kingdom,43880,9,,8,0.888888889,0
Russia,43880,2,,2,1,0
Malaysia,43880,22,,15,0.681818182,0
Finland,43880,1,,1,1,0
Vietnam,43880,16,,7,0.4375,0
Japan,43880,84,1,18,0.214285714,0.011904762
US,43880,13,,3,0.230769231,0
Sri_Lanka,43880,1,,1,1,0
Diamond_Princess,43880,621,,1,0.001610306,0
Philippines,43880,3,1,1,0.333333333,0.333333333
China,43880,74619,2116,15962,0.213913346,0.028357389
Sweden,43880,1,,,0,0
Singapore,43880,84,,34,0.404761905,0
Iran,43880,2,2,,0,1
Diamond_Princess,43881,634,2,1,0.001577287,0.003154574
Cambodia,43881,1,,1,1,0
Sri_Lanka,43881,1,,1,1,0
Belgium,43881,1,,1,1,0
Thailand,43881,35,,15,0.428571429,0
Italy,43881,3,,,0,0
Korea__South,43881,104,1,16,0.153846154,0.009615385
Singapore,43881,84,,34,0.404761905,0
India,43881,3,,3,1,0
Canada,43881,8,,1,0.125,0
Germany,43881,16,,12,0.75,0
China,43881,75077,2238,18014,0.239940328,0.029809396
Japan,43881,94,1,18,0.191489362,0.010638298
Malaysia,43881,22,,15,0.681818182,0
Philippines,43881,3,1,1,0.333333333,0.333333333
Egypt,43881,1,,,0,0
United_Kingdom,43881,9,,8,0.888888889,0
Taiwan*,43881,24,1,2,0.083333333,0.041666667
US,43881,13,,3,0.230769231,0
United_Arab_Emirates,43881,9,,4,0.444444444,0
Vietnam,43881,16,,7,0.4375,0
France,43881,12,1,4,0.333333333,0.083333333
Finland,43881,1,,1,1,0
Australia,43881,15,,10,0.666666667,0
Iran,43881,5,2,,0,0.4
Russia,43881,2,,2,1,0
Spain,43881,2,,2,1,0
Sweden,43881,1,,,0,0
Nepal,43881,1,,1,1,0
Singapore,43882,85,,37,0.435294118,0
Thailand,43882,35,,17,0.485714286,0
Iran,43882,18,4,,0,0.222222222
Italy,43882,20,1,,0,0.05
Israel,43882,1,,,0,0
Canada,43882,9,,3,0.333333333,0
France,43882,12,1,4,0.333333333,0.083333333
Lebanon,43882,1,,,0,0
Egypt,43882,1,,,0,0
Nepal,43882,1,,1,1,0
Taiwan*,43882,26,1,2,0.076923077,0.038461538
Sri_Lanka,43882,1,,1,1,0
United_Kingdom,43882,9,,8,0.888888889,0
Diamond_Princess,43882,634,2,1,0.001577287,0.003154574
Germany,43882,16,,14,0.875,0
Russia,43882,2,,2,1,0
Japan,43882,105,1,22,0.20952381,0.00952381
Philippines,43882,3,1,1,0.333333333,0.333333333
China,43882,75550,2238,18704,0.247571145,0.029622766
Sweden,43882,1,,,0,0
Malaysia,43882,22,,15,0.681818182,0
US,43882,15,,5,0.333333333,0
Finland,43882,1,,1,1,0
Vietnam,43882,16,,14,0.875,0
Cambodia,43882,1,,1,1,0
Spain,43882,2,,2,1,0
India,43882,3,,3,1,0
Australia,43882,15,,11,0.733333333,0
Belgium,43882,1,,1,1,0
Korea__South,43882,204,2,16,0.078431373,0.009803922
United_Arab_Emirates,43882,9,,4,0.444444444,0
Sweden,43883,1,,,0,0
Italy,43883,62,2,1,0.016129032,0.032258065
Singapore,43883,85,,37,0.435294118,0
Spain,43883,2,,2,1,0
United_Kingdom,43883,9,,8,0.888888889,0
US,43883,15,,5,0.333333333,0
Iran,43883,28,5,,0,0.178571429
Vietnam,43883,16,,14,0.875,0
China,43883,77001,2443,22699,0.294788379,0.031726861
Philippines,43883,3,1,1,0.333333333,0.333333333
Malaysia,43883,22,,15,0.681818182,0
Korea__South,43883,433,2,16,0.036951501,0.004618938
Finland,43883,1,,1,1,0
Thailand,43883,35,,17,0.485714286,0
Belgium,43883,1,,1,1,0
Diamond_Princess,43883,634,2,1,0.001577287,0.003154574
Cambodia,43883,1,,1,1,0
Egypt,43883,1,,,0,0
Australia,43883,15,,11,0.733333333,0
Germany,43883,16,,14,0.875,0
Russia,43883,2,,2,1,0
India,43883,3,,3,1,0
Israel,43883,1,,,0,0
Nepal,43883,1,,1,1,0
Japan,43883,122,1,22,0.180327869,0.008196721
Sri_Lanka,43883,1,,1,1,0
United_Arab_Emirates,43883,13,,4,0.307692308,0
France,43883,12,1,4,0.333333333,0.083333333
Canada,43883,9,,3,0.333333333,0
Taiwan*,43883,26,1,2,0.076923077,0.038461538
Lebanon,43883,1,,,0,0
Diamond_Princess,43884,691,3,,0,0.004341534
Malaysia,43884,22,,15,0.681818182,0
India,43884,3,,3,1,0
Cambodia,43884,1,,1,1,0
Korea__South,43884,602,6,18,0.029900332,0.009966777
Sri_Lanka,43884,1,,1,1,0
US,43884,15,,5,0.333333333,0
Sweden,43884,1,,,0,0
United_Arab_Emirates,43884,13,,4,0.307692308,0
